Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
94530,CHIEF STRUCTURAL ENGINEER (BUI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
94531,BOROUGH COMMISSIONER (BUILDING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95001,DEPUTY COMMISSIONER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95002,ASSISTANT TO COMMISSIONER (DEP,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"58,926.00","234,738.00"
95003,SPECIAL ASSISTANT TO COMMISSIO,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"73,883.00","83,047.00"
95004,*SENIOR STAFF OFFICER (LEGAL),35,1,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95005,EXECUTIVE AGENCY COUNSEL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95006,COUNSEL (DEPARTMENT FOR THE AG,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95007,EXECUTIVE DIRECTOR (POLICE PEN,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95008,DEPUTY DIRECTOR (POLICE PENSIO,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95009,SENIOR GENERAL DEPUTY MANAGER,35,0,792,HA EXEMPT CLASS MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
95010,EXECUTIVE INSPECTOR (FD),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95011,ASSISTANT COMMISSIONER (CULTUR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95012,SECRETARY TO THE COMMISSIONER,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"62,211.00","62,211.00"
95013,FIRST DEPUTY COMMISSIONER (DOT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95014,DEPUTY COMMISSIONER (DOT),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95015,BOROUGH COMMISSIONER (DOT),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95016,DIRECTOR OF ADMINISTRATION (DE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95017,DIRECTOR OF COMMUNITY PROGRAMS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95018,DIRECTOR OF DIRECT SERVICE PRO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95019,DIRECTOR OF RESEARCH PLANNING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95020,DIRECTOR OF SENIOR CITIZEN REN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95021,CHIEF OF STAFF (DOT),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95022,CHIEF OF STAFF (FDNY PENSION F,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95023,FIRST DEPUTY COMMISSIONER (ACS,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95024,EXECUTIVE DEPUTY COMMISSIONER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95026,EXECUTIVE DIRECTOR (OPA),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95027,DEPUTY EXECUTIVE DIRECTOR (OPA,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95028,EXECUTIVE DIRECTOR (FDNY PENSI,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95029,DEPUTY EXECUTIVE DIRECTOR (FDN,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95030,CHIEF OF STAFF (PD),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95031,DEPUTY COMMISSIONER (COUNTERTE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95032,DEPUTY COMMISSIONER (INTELLIGE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95033,DIRECTOR OF INTERNAL AFFAIRS -,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95034,DIRECTOR OF ORGANIZED CRIME CO,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95035,SECRETARY TO THE FIRST DEPUTY,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"49,218.00","95,476.00"
95036,SECRETARY TO THE DEPUTY COMMIS,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"48,062.00","83,535.00"
95037,CONFIDENTIAL ASST TO THE EXECU,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"77,250.00","90,640.00"
95039,ASSISTANT COMMISSIONER (FD),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
9503A,DIR ORG CRIME DETAILED AS DIRE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
9503B,EXECUTIVE DIRECTOR OF FLEET,35,0,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,"63,301.00","252,165.00"
95040,ASSOCIATE COMMISSIONER (FD),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95041,ASSISTANT COMMISSIONER (DOC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95042,ASSOCIATE COMMISSIONER (DOC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95043,DEPUTY COMMISSIONER (DOC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95044,CHIEF OF STAFF (DOC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95045,FIRST DEPUTY COMMISSIONER (DDC,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95046,CHIEF OF STAFF (DDC),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95047,DIRECTOR FOR EQUAL EMPLOYMENT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95048,DEPUTY COMMISSIONER (DDC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95049,CHIEF OF STAFF TO FIRST DEPUTY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95050,ADMINISTRATIVE ASSISTANT TO CO,35,0,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,"46,343.00","150,148.00"
95051,SECRETARY TO THE CHANCELLOR (D,35,0,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,"46,343.00","150,148.00"
95052,SECRETARY TO THE DEPUTY CHANCE,35,0,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,"63,424.00","112,550.00"
95053,SECRETARY TO THE COUNSEL TO TH,35,0,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,"57,660.00","107,190.00"
95055,ASSISTANT EXECUTIVE DIRECTOR (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95056,DEPUTY EXECUTIVE DIRECTOR (BOA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95057,EXECUTIVE DIRECTOR (EEPC),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95058,ASSOCIATE COMMISSIONER FOR DET,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95059,ASSISTANT COMMISSIONER FOR SEC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95060,ASSOCIATE COMMISSIONER FOR CLO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95061,ASSOCIATE COMMISSIONER OF POLI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95062,ASSOCIATE COMMISSIONER FOR CBA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95063,ASSOCIATE COMMISSIONER FOR JUV,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95064,ASSOCIATE COMMISSIONER FOR FAC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95065,ASSISTANT COMMISSIONER FOR OPE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95066,CHIEF EFFECTIVENESS OFFICER (A,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95067,CHIEF OF STAFF TO THE COMMISSI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95068,DIRECTOR OF EQUAL EMPLOYMENT O,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95069,CHIEF ACCOUNTABILITY OFFICER (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95070,INTERNAL MONITOR (ACS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95071,EXECUTIVE DIRECTOR OF EQUITY S,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95072,DIRECTOR OF RACE EQUITY STRATE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95073,DIRECTOR OF LGBTQ AND GENDER E,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95074,EXECUTIVE DIRECTOR OF PUBLIC A,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95075,CHIEF OF STAFF (OFFICE OF THE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95143,DEPUTY COMMISSIONER (DBS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95144,EXECUTIVE DIRECTOR OF SPECIAL,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95145,SECRETARY OF DEPARTMENT (DBS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95146,ASSISTANT COMMISSIONER (DBS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95147,EXECUTIVE ASSISTANT TO THE COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95148,GENERAL COUNSEL (DBS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95149,FIRST DEPUTY COMMISSIONER (BIC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"252,165.00","252,165.00"
95150,DEPUTY COMMISSIONER OF INVESTI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95151,DIRECTOR OF INVESTIGATIONS (BI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"252,165.00","252,165.00"
95152,DIRECTOR OF INVESTIGATIVE AUDI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95201,DEPUTY ADMINISTRATOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95202,EXECUTIVE DEPUTY COMMISSIONER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95203,DEPUTY COMMISSIONER FOR DEP PO,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95204,DEPUTY COMMISSIONER COMMUNICAT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95212,EXECUTIVE CHIEF OF STAFF (DEP),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95213,ASSISTANT COMMISSIONER FOR DEP,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95214,SENIOR ADVISER TO THE COMMISSI,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95215,EXECUTIVE ASST TO THE COMMISSI,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"57,003.00","125,407.00"
95216,CONFIDENTIAL ASST TO THE EXECU,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95217,DIRECTOR OF MOTOR EQUIPMENT (E,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95221,COUNSEL (DEPT OF ENVIRONMENTAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95226,"MANAGER, WATER AND SEWER SYSTE",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95228,"MANAGER, WATER SUPPLY (JAMAICA",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"58,700.00","252,165.00"
95230,DEPUTY ADMINSTRATOR/COMSNR-DOS,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95231,DEPUTY COMMISSIONER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95236,CONFIDENTIAL ASSISTANT TO THE,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"54,643.00","150,371.00"
95240,MEDICAL DIRECTOR (SANITATION),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95251,DEPUTY DIRECTOR OF MOTOR EQUIP,40,0,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,"148,472.00","159,762.00"
95252,DIRECTOR OF MOTOR EQUIPMENT MA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95258,SUPERVISOR OF MARINE OPERATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
9525A,DEP DIR MTR EQ MNTC(DOS)-MGRL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"58,700.00","252,165.00"
9525B,DIRECTOR OF MOTOR EQUIPMENT MA,35,0,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,"151,332.00","174,478.00"
95260,SPECIAL INVESTIGATOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95272,DIRECTOR OF NOISE ABATEMENT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95275,DEPUTY COMMISSIONER (DEP),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95276,ASSOCIATE COMMISSIONER (DEP),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95277,ASSISTANT COMMISSIONER (DEP),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95278,DIRECTOR FOR EQUAL EMPLOYMENT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95279,ADMINISTRATOR OF SLUDGE VESSEL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95291,ASSISTANT SECRETARY TO THE COM,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"48,062.00","97,607.00"
95292,SECRETARY TO THE EXEC DEPUTY C,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"47,741.00","97,607.00"
95297,EXECUTIVE DIRECTOR TO THE ENVI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95300,DEPUTY COMMISSIONER (FINANCE),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95302,CHIEF INVESTIGATOR (CRIMINAL I,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95304,ASSISTANT COMMISSIONER (CRIMIN,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95312,EXAMINER OF ACCOUNTS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"19,680.00","88,500.00"
95315,CITY REGISTER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95316,CHIEF OF LAW BUREAU (OPINIONS/,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95317,DIRECTOR OF HEARING BUREAU (FI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95318,DIRECTOR OF LITIGATION BUREAU,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95321,ASSISTANT COMMISSIONER (ADM SE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95322,ASSISTANT COMMISSIONER (AUDIT),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95323,ASSISTANT COMMISSIONER (CASH M,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95324,ASSIST COMMISSIONER (MANAGEMEN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95326,ASSISTANT COMMISSIONER (MANAGE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95328,ASST COMMISSIONER (REAL PROPER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95329,ASSISTANT COMMISSIONER (TAX PR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95331,CITY COLLECTOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95332,COUNSEL (DEPARTMENT OF FINANCE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95333,ASSISTANT COUNSEL (TAX COMMISS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95335,COUNSEL (TAX COMMISSION),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95336,DIRECTOR OF PUBLIC INFORMATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95338,EXEC ASST TO THE COMMISSIONER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95339,CHIEF ASSESSOR (FINANCE),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95341,CHIEF OF CITY SHERIFF OPERATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95342,EXECUTIVE DEPUTY SHERIFF (FINA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95350,SECRETARY TO DEPUTY COMMISSION,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"50,562.00","80,765.00"
95385,DEPUTY COUNSEL (DCA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95386,SECRETARY TO THE DEPUTY COMMIS,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"47,118.00","61,984.00"
95409,SPECIAL ADVISOR TO THE MAYOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95423,DEPUTY COMMISSIONER (HEALTH),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95435,DIRECTOR OF NURSING SERVICES,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95436,ASSOCIATE DIRECTOR OF NURSING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95437,ALCOHOLISM COUNSELOR,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","63,794.00"
95438,ASST COMMISSIONER (COMM DISEAS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95439,ASST COMMISSIONER (ENV HS)-HMH,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95440,PEDIATRIC NURSE ASSOCIATE,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"81,648.00","81,648.00"
95441,ASSISTANT COMMISSIONER (LABORA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95442,ASST COMMISSIONER (PROFESSIONA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95443,ASSISTANT COMMISSIONER (SUBSTA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95444,COUNSEL (DEPARTMENT OF HEALTH),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95445,DIRECTOR OF ADMINISTRATIVE TRI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95449,ASSISTANT COMMISIONER (M&C HEA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95450,CHIEF CITY MEDICAL EXAMINER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95451,DEPUTY CHIEF CITY MEDICAL EXAM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95452,ASSOCIATE CHIEF CITY MEDICAL E,35,0,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,"56,482.00","56,482.00"
95455,DEPUTY COMMISSIONER FOR ADMINI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","63,301.00"
95456,DIRECTOR (OCME TOXICOLOGICAL L,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95477,DEPUTY COMMISSIONER (MENTAL HE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95480,Asst Comm-Prgm Dev Revw-HMH,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95484,SPECIAL ASSISTANT IN MENTAL RE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95485,DIRECTOR OF PSYCHIATRY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95487,COUNSEL (DEPT OF MENTAL HEALTH,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95488,REGIONAL DIRECTOR MENTAL HEALT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95489,EXECUTIVE ASSISTANT (DEPT M H,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"79,272.00","95,431.00"
95491,DIRECTOR (BUREAU OF ALCOHOLISM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95492,DIRECTOR (OFFICE OF PLANNING A,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95493,DIRECTOR (OFFICE OF REHABILITA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95494,DIRECTOR OF FORENSIC BIOLOGY (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95495,ASSISTANT DIRECTOR OF FORENSIC,35,0,775,MGRL TEMP - PROP NC,N/U,Non-Union,"63,301.00","252,165.00"
95496,DIRECTOR OF MEDICOLEGAL INVEST,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95497,DEPUTY DIRECTOR OF MEDICOLEGAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95498,ASSISTANT DIRECTOR OF TOXICOLO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95499,ASSISTANT DIRECTOR OF TOXICOLO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95505,DEPUTY COMMISSIONER (BUILDINGS,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95506,COUNSEL (DEPARTMENT OF BLDGS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95507,ASSISTANT COMMISSIONER (BUILDI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95508,ASSISTANT COMMISSIONER FOR LAB,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95511,EXECUTIVE INSPECTOR (BUILDINGS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95532,DEPUTY COMMISSIONER (HOUSING P,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95538,DIRECTOR OF PROPERTY MANAGEMEN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95539,EXECUTIVE ASSISTANT TO THE DEP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95542,DEPUTY COUNSEL (EVALUATION AND,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95543,GENERAL COUNSEL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95544,DIRECTOR OF DEMOLITION & SEALI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95545,DIRECTOR OF MANAGEMENT & PLANN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95549,ASSISTANT COMMISSIONER (ALTERN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95550,ASSISTANT COMMISSIONER (ENERGY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95551,ASSISTANT COMMISSIONER (CODE E,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95552,ASSISTANT COMMISSIONER (COMMUN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95553,ASSISTANT COMMISSIONER (EQUAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
